Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  [46] Board::SetEye(short, int) [224] std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::deallocate(std::allocator<std::_Rb_tree_node<short> >&, std::_Rb_tree_node<short>*, unsigned long long) [32] std::_Rb_tree_node<short>* std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_copy<std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node>(std::_Rb_tree_node<short> const*, std::_Rb_tree_node<short>*, std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node&)
  [10] Board::DisAble(short, int) [43] std::enable_if<std::__and_<std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::__construct_helper<short, short const&>::type>::value, void>::type std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::_S_construct<short, short const&>(std::allocator<std::_Rb_tree_node<short> >&, short*, short const&) [250] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_root()
 [282] Board::StartMC()      [267] std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::select_on_container_copy_construction(std::allocator<std::_Rb_tree_node<short> > const&) [231] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_left(std::_Rb_tree_node_base const*)
  [40] Board::ToEmpty(short) [225] void std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::destroy<short>(std::allocator<std::_Rb_tree_node<short> >&, short*) [202] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_left(std::_Rb_tree_node_base*)
   [9] Board::PlayMove(Move const&) [218] std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::allocate(std::allocator<std::_Rb_tree_node<short> >&, unsigned long long) [212] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_begin()
  [11] Board::FromEmpty(short, int) [268] std::allocator<std::_Rb_tree_node<short> > const std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::_S_select<std::allocator<std::_Rb_tree_node<short> > const, void>(std::allocator<std::_Rb_tree_node<short> > const&, ...) [251] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_erase(std::_Rb_tree_node<short>*)
  [37] Board::GetFather(short) [42] decltype (_S_construct({parm#1}, {parm#2}, (forward<short const&>)({parm#3}))) std::allocator_traits<std::allocator<std::_Rb_tree_node<short> > >::construct<short, short const&>(std::allocator<std::_Rb_tree_node<short> >&, short*, short const&) [59] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_right(std::_Rb_tree_node_base const*)
  [69] Board::RemoveEye(short, int) [64] std::_Rb_tree_iterator<short>::_Rb_tree_iterator(std::_Rb_tree_node_base*) [201] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_right(std::_Rb_tree_node_base*)
  [25] Board::Board(Board const&) [245] std::_Rb_tree_iterator<short>::operator--() [38] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_value(std::_Rb_tree_node<short> const*)
 [306] Board::Board()        [269] std::_Rb_tree_node_base::_S_maximum(std::_Rb_tree_node_base*) [72] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_value(std::_Rb_tree_node_base const*)
 [283] Board::~Board()       [270] std::_Rb_tree_node_base::_S_minimum(std::_Rb_tree_node_base*) [24] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree(std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> > const&)
 [230] BitSet::set(int)      [219] std::_Rb_tree_node_base::_Rb_tree_node_base() [298] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Rb_tree()
 [293] BitSet::set()         [233] std::_Rb_tree_const_iterator<short>::_Rb_tree_const_iterator(std::_Rb_tree_node_base const*) [278] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::~_Rb_tree()
 [205] BitSet::count()        [54] std::_Rb_tree_const_iterator<short>::_Rb_tree_const_iterator(std::_Rb_tree_iterator<short> const&) [237] std::iterator_traits<std::_Rb_tree_const_iterator<short> >::iterator_category std::__iterator_category<std::_Rb_tree_const_iterator<short> >(std::_Rb_tree_const_iterator<short> const&)
 [238] BitSet::merge(BitSet const&) [214] std::_Rb_tree_const_iterator<short>::operator++(int) [279] std::remove_reference<std::allocator<std::_Rb_tree_node<short> >&>::type&& std::move<std::allocator<std::_Rb_tree_node<short> >&>(std::allocator<std::_Rb_tree_node<short> >&)
  [53] BitSet::reset(int)     [22] std::_Rb_tree_const_iterator<short>::operator++() [16] void std::advance<std::_Rb_tree_const_iterator<short>, unsigned long long>(std::_Rb_tree_const_iterator<short>&, unsigned long long)
 [243] BitSet::reset()        [12] std::set<short, std::less<short>, std::allocator<short> >::erase(short const&) [45] short const& std::forward<short const&>(std::remove_reference<short const&>::type&)
  [61] BitSet::GetAirPos()    [19] std::set<short, std::less<short>, std::allocator<short> >::insert(short const&) [232] std::_Rb_tree_node<short>*& std::forward<std::_Rb_tree_node<short>*&>(std::remove_reference<std::_Rb_tree_node<short>*&>::type&)
 [287] BitSet::BitSet()       [23] std::set<short, std::less<short>, std::allocator<short> >::set(std::set<short, std::less<short>, std::allocator<short> > const&) [286] std::_Rb_tree_node_base*& std::forward<std::_Rb_tree_node_base*&>(std::remove_reference<std::_Rb_tree_node_base*&>::type&)
 [204] BitSet::operator[](int) [296] std::set<short, std::less<short>, std::allocator<short> >::set() [239] std::_Rb_tree_iterator<short>& std::forward<std::_Rb_tree_iterator<short>&>(std::remove_reference<std::_Rb_tree_iterator<short>&>::type&)
 [284] unipolar::BoardSizeSquare(int) [271] std::set<short, std::less<short>, std::allocator<short> >::~set() [240] bool& std::forward<bool&>(std::remove_reference<bool&>::type&)
 [246] void unipolar::Swap<short>(short&, short&) [242] std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<short>*&, std::_Rb_tree_node<short>*&, void>(std::_Rb_tree_node<short>*&, std::_Rb_tree_node<short>*&) [56] std::_Rb_tree_iterator<short>&& std::forward<std::_Rb_tree_iterator<short> >(std::remove_reference<std::_Rb_tree_iterator<short> >::type&)
 [221] __gnu_cxx::new_allocator<std::_Rb_tree_node<short> >::deallocate(std::_Rb_tree_node<short>*, unsigned long long) [285] std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, void>(std::_Rb_tree_node_base*&, std::_Rb_tree_node_base* const&) [241] bool&& std::forward<bool>(std::remove_reference<bool>::type&)
 [222] void __gnu_cxx::new_allocator<std::_Rb_tree_node<short> >::destroy<short>(short*) [65] std::pair<std::_Rb_tree_iterator<short>, std::_Rb_tree_iterator<short> >::pair<std::_Rb_tree_iterator<short>, std::_Rb_tree_iterator<short>, void>(std::_Rb_tree_iterator<short>&&, std::_Rb_tree_iterator<short>&&) [17] void std::__advance<std::_Rb_tree_const_iterator<short>, long long>(std::_Rb_tree_const_iterator<short>&, long long, std::bidirectional_iterator_tag)
 [215] __gnu_cxx::new_allocator<std::_Rb_tree_node<short> >::allocate(unsigned long long, void const*) [74] std::pair<std::_Rb_tree_iterator<short>, bool>::pair<std::_Rb_tree_iterator<short>, bool, void>(std::_Rb_tree_iterator<short>&&, bool&&) [291] bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*)
  [48] void __gnu_cxx::new_allocator<std::_Rb_tree_node<short> >::construct<short, short const&>(short*, short const&) [75] std::pair<std::_Rb_tree_const_iterator<short>, bool>::pair<std::_Rb_tree_iterator<short>&, bool&, void>(std::_Rb_tree_iterator<short>&, bool&) [206] operator new(unsigned long long, void*)
 [252] __gnu_cxx::new_allocator<std::_Rb_tree_node<short> >::new_allocator(__gnu_cxx::new_allocator<std::_Rb_tree_node<short> > const&) [44] std::_Rb_tree_iterator<short> std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_insert_<short const&, std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, short const&, std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node&) [2] __fentry__
 [294] __gnu_cxx::new_allocator<std::_Rb_tree_node<short> >::new_allocator() [272] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_maximum(std::_Rb_tree_node_base*) [292] __gcc_deregister_frame
 [253] __gnu_cxx::new_allocator<std::_Rb_tree_node<short> >::~new_allocator() [273] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_S_minimum(std::_Rb_tree_node_base*) [63] __logl_internal
 [259] __gnu_cxx::__alloc_traits<std::allocator<std::_Rb_tree_node<short> > >::_S_select_on_copy(std::allocator<std::_Rb_tree_node<short> > const&) [60] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_Alloc_node::_Alloc_node(std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >&) [1] _mcount_private
 [207] __gnu_cxx::__aligned_membuf<short>::_M_ptr() [220] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_get_node() [50] sqrt
 [208] __gnu_cxx::__aligned_membuf<short>::_M_addr() [274] std::_Rb_tree<short, short, std::_Identity<short>, std::less<short>, std::allocator<short> >::_M_leftmost()
